#                frames                  t (s)                x (pxl)                y (pxl)                      f
                   22.0                  10.25     -3.020004678675946    0.40697445036811786                    0.0
                   23.0                10.5225     -2.820798075219102     0.6020471646573853    0.03824822703479258
                   24.0     10.795000000000002     -2.621844488626664     0.3088073829325779    0.12924053194909102
                   25.0                11.0675     -2.627141245831524    0.13314627989862515    0.25393762972311185
                   26.0                  11.34    -2.4124625872199204    0.11318594070473154     0.3430305700078181
                   27.0                11.6125    -2.3693705482894813    0.21140322165272352     0.4018523369010909
                   28.0     11.885000000000002    -2.2191511244297715     0.2726510549552401    0.47804539267161156
                   29.0                12.1575    -2.2389454179729285    0.10833486602935238      0.545878227947567
                   30.0                  12.43     -2.086520418782129   0.027442154579631506     0.6968144170744387
                   31.0                12.7025    -1.5320857809911104    0.11641028099879236     0.7910149258469952
                   32.0     12.975000000000001    -0.9985886043617143     0.4783793005467132     0.8085034864016445
                   33.0     13.247500000000002   -0.36850832673900413   -0.04928329276066279     0.8679195488512931
                   34.0                  13.52    -0.5921077702177797   -0.08359338707666097     0.7822959452970287
                   35.0                13.7925    -0.7533215913470883     0.1667137319449239     0.7607522849126315
                   36.0     14.065000000000001                    nan                    nan                    nan
                   37.0     14.337500000000002    0.08893775555426942      0.168646632957568                    1.0
                   38.0                  14.61   0.035878782844207535    0.32391327934033853     0.8750425630707321
                   39.0                14.8825                    nan                    nan                    nan
                   40.0     15.155000000000001  -0.010325656931655658    0.09048447596553899     0.7073416832355077
                   41.0     15.427500000000002  0.0016072585030713071    0.16342839103202067     0.6527224490929799
                   42.0     15.700000000000003                    nan                    nan                    nan
                   43.0                15.9725    -1.3377305538495818    -0.6419077133035813     0.7855378821250978
                   44.0                 16.245    -1.6913873453126484    -1.1781515402340546     0.7812238321447421
                   45.0     16.517500000000002    -1.6121845818080374    -0.7457214000619885      0.723481917143889
                   46.0                  16.79    -1.6642308166858868    -1.2500304374775837     0.7122460601875553
                   47.0                17.0625    -1.5650502122330465    -1.0565978903290656     0.6877922366546418
#------------------------------------------------------------------------------------------------------------------
# experiment: 181115_MKYP0022_DW
# path: /Users/andreapicco/Google Drive/RESEARCH/EvoCellBio/Protein_tracking/Data/Sla1/24_degree/Sp/181115_MKYP0022_DW
# file: 31.W1data.txt
# protein: Fim1-mCherry
# date: 15/11/18
# notes: the trajectory of the reference protein
# t_unit: s
# delta_t: 0.2725
# coord_unit: pxl
# intensity_normalisation: Absolute
# aligned_to: ../../../Fimbrin/24_degree/Sp/fim1_sp_24deg.txt
# alignment_angle: 1.8539922599603398 rad
# alignment_translation: [149.4484595  -57.54530481] pxl
# alignment_lag: 4.255 s
