#                frames                  t (s)                x (pxl)                y (pxl)                      f
                    3.0     31.496399999999937    -0.7760532517515912    0.43157092046423884     0.5585897250156049
                    4.0     31.747199999999935    -0.8898956668952565     -0.050652547682283     0.9389358351691353
                    5.0     31.997999999999937    -0.9363738553248169  -0.038543137568396446     0.8696874014116831
                    6.0      32.24879999999994    -0.6823198276245819   -0.05351042033071707                    1.0
                    7.0      32.49959999999994    -0.5297484170951776   -0.16294422131592512     0.6297723515369962
                    8.0     32.750399999999935                    nan                    nan                    nan
                    9.0      33.00119999999993   -0.46735373129754976   -0.16711492344094125    0.11922670201516226
                   10.0      33.25199999999994                    nan                    nan                    nan
                   11.0      33.50279999999994    -0.4736033452779935    0.29063075728810617    0.06398813352090796
                   12.0     33.753599999999935    -0.9803018096904736     0.7266604387021545                    0.0
                   13.0      34.00439999999993                    nan                    nan                    nan
                   14.0      34.25519999999994    -1.8549171183206283     1.1238182496838718   0.010228135903952551
                   15.0     34.505999999999936    -1.1026462487821505     1.2810302859082867    0.22100031006660345
                   16.0     34.756799999999934     -1.104226262611192     1.1846852920980098    0.05813410312896477
                   17.0      35.00759999999994                    nan                    nan                    nan
                   18.0      35.25839999999994    -1.6485353726014011     1.4930550266954228    0.09245739292208674
                   19.0     35.509199999999936                    nan                    nan                    nan
                   20.0     35.759999999999934     -2.438067549212448      1.663217831893263    0.12871419847783036
                   21.0      36.01079999999994       -2.5816208690715     1.5768774640086676    0.29205362933636264
#------------------------------------------------------------------------------------------------------------------
# experiment: 230317_MKUM0019_DW
# path: /Users/andreapicco/Google Drive/RESEARCH/EvoCellBio/Protein_tracking/Data/Rvs167/24_degree/Um/230317_MKUM0019_DW
# file: 38.W2data.txt
# protein: Rvs167-GFP
# date: 17/03/23
# notes: the trajectory of the target protein
# t_unit: s
# delta_t: 0.2508
# coord_unit: pxl
# intensity_normalisation: Absolute
# aligned_to: ../../../Fimbrin/24_degree/Um/fim1_um_24deg.txt
# alignment_angle: 2.74703931783556 rad
# alignment_translation: [105.02309704  12.61396799] pxl
# alignment_lag: 30.743999999999936 s
