#                frames                  t (s)                x (pxl)                y (pxl)                      f
                    0.0     -10.59810000000001    -1.4995970966736332      0.503937061945976    0.39692071019458525
                    1.0     -10.32660000000001     -1.115534008177982     0.6131942877399439    0.48090255484428734
                    2.0     -10.05510000000001    -1.2665696948838852     0.5528813661204453     0.5458937505164995
                    3.0     -9.783600000000009    -1.2894651550823264     0.5532530680197567    0.46886001436662883
                    4.0     -9.512100000000009    -0.8327802455564575     0.5219206461320738    0.27388070612615933
                    5.0      -9.24060000000001     -1.192115724345471    0.49770977038438957     0.2801950301635634
                    6.0      -8.96910000000001    -0.9574158656721758     0.5116799352989432     0.4194400828941765
                    7.0     -8.697600000000008    -1.2730937822132526      0.582947255588735     0.2959296670883421
                    8.0     -8.426100000000009     -1.061929970127168    0.36548528623485765     0.5603544616010527
                    9.0      -8.15460000000001     -1.218948080260291     0.4045029749826625     0.3655073772002873
                   10.0    -7.8831000000000095      -1.46997531292405     0.5844018239010751    0.40945336884730055
                   11.0     -7.611600000000009    -1.2679089878769654    0.45089935448959295     0.4050670972417345
                   12.0     -7.340100000000009    -1.1668527516201488     0.7132055444939596    0.44323592420014113
                   13.0     -7.068600000000009    -1.3982274939888208      0.765339271042464    0.45296073333375714
                   14.0     -6.797100000000009    -1.1469386765152416    0.46939686280948933     0.5509246133406227
                   15.0     -6.525600000000009    -1.2835367200892174      0.699756923735336      0.479395330209969
                   16.0     -6.254100000000009    -1.2704274388068493     0.6477812028527978     0.3983516518444591
                   17.0    -5.9826000000000095    -1.0830478939188604    0.44910001193989046     0.5295717346114972
                   18.0     -5.711100000000009     -1.248176258393202    0.48511581269495707    0.32759346254823307
                   19.0     -5.439600000000009     -0.943470223100058     0.3956420467915649     0.5123553007138817
                   20.0     -5.168100000000009    -1.2843900023346189     0.6022296316863418     0.4533593119274804
                   21.0     -4.896600000000009    -1.1632594011498378     0.5645259347507334     0.5088933246031696
                   22.0     -4.625100000000009    -1.2128461460648063     0.5568266182396115      0.640610518152172
                   23.0     -4.353600000000009     -1.070847418956526    0.24340281953151077     0.6078158274478892
                   24.0     -4.082100000000009    -1.1470793903941194     0.3804696362441433     0.5655626823640098
                   25.0     -3.810600000000009    -1.1777318769491965     0.3366043777245551     0.7141148948884045
                   26.0    -3.5391000000000092    -0.9955297749499019    0.39359817419432375     0.6034676973345454
                   27.0    -3.2676000000000087    -1.1224021987821553     0.2069060850182467     0.7158306263468716
                   28.0     -2.996100000000009     -1.214539157501748     0.2911777147574668     0.5291032299486997
                   29.0    -2.7246000000000086    -0.9569855507037497    0.35963528641570974     0.6123209733708815
                   30.0     -2.453100000000008     -1.097795763756424     0.2869364529377094     0.6698688568359089
                   31.0    -2.1816000000000084    -1.1621201642144436     0.4588042955456615     0.9651615610041384
                   32.0    -1.9101000000000088     -1.064312670310323    0.36914754029993446     0.8866193288368753
                   33.0    -1.6386000000000092      -1.08001560537683     0.4785999462821593     0.7779656599431692
                   34.0    -1.3671000000000095    -1.1006356574493887    0.30130660007726817     0.7529003426377386
                   35.0    -1.0956000000000081    -1.2456913655028865      0.299133497663874     0.5064497263347933
                   36.0    -0.8241000000000085    -1.0512007865159783    0.19336300278776264     0.4595019992498841
                   37.0    -0.5526000000000089    -1.0649871485041382    0.27730551122736813     0.6932635767820025
                   38.0   -0.28110000000000923    -1.2523093308123103    -0.1769986223828255     0.7304941230317402
                   39.0  -0.009600000000007824    -1.2293876135581607   -0.13784351152713725     0.7076480048821109
                   40.0     0.2618999999999918    -0.8349541206692246    0.08008030194086757     0.5975214386970867
                   41.0     0.5333999999999914     -1.024481158460035  -0.027849193018781193     0.7510377664342156
                   42.0     0.8048999999999911    -0.6311628121170694    -0.1174712370650326     0.8779580316447247
                   43.0     1.0763999999999907    -0.6023794806786791    0.08382003819623662     0.8975227100801607
                   44.0      1.347899999999992   -0.49925324788886005   -0.13002611620122195     0.6511966893184752
                   45.0     1.6193999999999917    -0.5445878783793967   -0.08009190809407585     0.8911251104514046
                   46.0     1.8908999999999914    -0.5013607403941487   0.015380375745806418     0.8181553502978217
                   47.0      2.162399999999991    -0.4357809963880124   -0.04041697509711639      0.928792376787088
                   48.0     2.4338999999999906    -0.4524571375120141   0.005609522653756471     0.9268598745144906
                   49.0      2.705399999999992    -0.2712238478238058    0.04750205190167378     0.8833684023164599
